PERFORMANCE_PLAYER_ID,PERFORMANCE_ID,PERFORMANCE_DATETIME,SCORE,RATING,PLAYER_ID,PLAYER_NAME,PHONE_NUMBER,EMAIL,PREFERRED_INSTRUMENT_ID,INSTRUMENT_ID,INSTRUMENT_NAME,SONG_ID,SONG_NAME,ARTIST,RELEASE_YEAR,SONG_DIFFICULTY_RATING,SONG_FUN_RATING
292,73,2026-02-06 00:00:00.000,10550,6.2,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,3,Vocals,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
293,74,2025-11-30 00:00:00.000,95050,2.5,11,Dexter,555-100-1011,dexter@toonmail.com,1,1,Electric Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
294,74,2025-11-30 00:00:00.000,95050,2.5,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,4,Drums,17,Don't Stop Believin',Journey,1981,5.0,9.5
295,74,2025-11-30 00:00:00.000,95050,2.5,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,2,Bass Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
296,74,2025-11-30 00:00:00.000,95050,2.5,13,Finn the Human,555-100-1013,finn@toonmail.com,2,3,Vocals,17,Don't Stop Believin',Journey,1981,5.0,9.5
297,75,2026-02-27 00:00:00.000,50332,9.6,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,1,Electric Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
298,75,2026-02-27 00:00:00.000,50332,9.6,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,4,Drums,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
299,75,2026-02-27 00:00:00.000,50332,9.6,13,Finn the Human,555-100-1013,finn@toonmail.com,2,2,Bass Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
300,75,2026-02-27 00:00:00.000,50332,9.6,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,3,Vocals,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
301,76,2025-05-08 00:00:00.000,31815,6.4,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,1,Electric Guitar,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
302,76,2025-05-08 00:00:00.000,31815,6.4,11,Dexter,555-100-1011,dexter@toonmail.com,1,4,Drums,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
303,76,2025-05-08 00:00:00.000,31815,6.4,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,2,Bass Guitar,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
304,76,2025-05-08 00:00:00.000,31815,6.4,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,3,Vocals,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
305,77,2025-05-27 00:00:00.000,82989,4.1,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,1,Electric Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
306,77,2025-05-27 00:00:00.000,82989,4.1,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,4,Drums,17,Don't Stop Believin',Journey,1981,5.0,9.5
307,77,2025-05-27 00:00:00.000,82989,4.1,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,2,Bass Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
308,77,2025-05-27 00:00:00.000,82989,4.1,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,3,Vocals,17,Don't Stop Believin',Journey,1981,5.0,9.5
309,78,2025-05-18 00:00:00.000,52926,2.6,20,Garfield,555-100-1020,garfield@toonmail.com,3,1,Electric Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
310,78,2025-05-18 00:00:00.000,52926,2.6,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,4,Drums,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
311,78,2025-05-18 00:00:00.000,52926,2.6,20,Garfield,555-100-1020,garfield@toonmail.com,3,2,Bass Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
312,78,2025-05-18 00:00:00.000,52926,2.6,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,3,Vocals,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
313,79,2025-07-01 00:00:00.000,93877,4.9,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,1,Electric Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
314,79,2025-07-01 00:00:00.000,93877,4.9,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,4,Drums,10,Paranoid,Black Sabbath,1970,5.5,8.3
315,79,2025-07-01 00:00:00.000,93877,4.9,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,2,Bass Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
316,79,2025-07-01 00:00:00.000,93877,4.9,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,3,Vocals,10,Paranoid,Black Sabbath,1970,5.5,8.3
317,80,2025-12-20 00:00:00.000,73593,8.9,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,1,Electric Guitar,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
318,80,2025-12-20 00:00:00.000,73593,8.9,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,4,Drums,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
319,80,2025-12-20 00:00:00.000,73593,8.9,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,2,Bass Guitar,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
320,80,2025-12-20 00:00:00.000,73593,8.9,13,Finn the Human,555-100-1013,finn@toonmail.com,2,3,Vocals,7,Free Bird,Lynyrd Skynyrd,1973,8.8,9.0
321,81,2025-09-29 00:00:00.000,67806,0.8,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,1,Electric Guitar,3,Hotel California,Eagles,1977,7.8,8.5
322,81,2025-09-29 00:00:00.000,67806,0.8,13,Finn the Human,555-100-1013,finn@toonmail.com,2,4,Drums,3,Hotel California,Eagles,1977,7.8,8.5
323,81,2025-09-29 00:00:00.000,67806,0.8,19,Popeye,555-100-1019,popeye@toonmail.com,1,2,Bass Guitar,3,Hotel California,Eagles,1977,7.8,8.5
324,81,2025-09-29 00:00:00.000,67806,0.8,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,3,Vocals,3,Hotel California,Eagles,1977,7.8,8.5
325,82,2025-11-05 00:00:00.000,47249,1.0,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,1,Electric Guitar,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
326,82,2025-11-05 00:00:00.000,47249,1.0,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,4,Drums,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
327,82,2025-11-05 00:00:00.000,47249,1.0,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,2,Bass Guitar,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
328,82,2025-11-05 00:00:00.000,47249,1.0,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,3,Vocals,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
329,83,2026-01-06 00:00:00.000,10774,4.5,14,Jake the Dog,555-100-1014,jake@toonmail.com,4,1,Electric Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
330,83,2026-01-06 00:00:00.000,10774,4.5,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,4,Drums,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
331,83,2026-01-06 00:00:00.000,10774,4.5,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,2,Bass Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
332,83,2026-01-06 00:00:00.000,10774,4.5,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,3,Vocals,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
333,84,2025-08-31 00:00:00.000,96368,6.1,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,1,Electric Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
334,84,2025-08-31 00:00:00.000,96368,6.1,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,4,Drums,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
335,84,2025-08-31 00:00:00.000,96368,6.1,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,2,Bass Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
336,84,2025-08-31 00:00:00.000,96368,6.1,20,Garfield,555-100-1020,garfield@toonmail.com,3,3,Vocals,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
337,85,2026-03-02 00:00:00.000,57596,2.9,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,1,Electric Guitar,3,Hotel California,Eagles,1977,7.8,8.5
338,85,2026-03-02 00:00:00.000,57596,2.9,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,4,Drums,3,Hotel California,Eagles,1977,7.8,8.5
339,85,2026-03-02 00:00:00.000,57596,2.9,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,2,Bass Guitar,3,Hotel California,Eagles,1977,7.8,8.5
340,85,2026-03-02 00:00:00.000,57596,2.9,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,3,Vocals,3,Hotel California,Eagles,1977,7.8,8.5
341,86,2026-03-18 00:00:00.000,54070,10.0,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,1,Electric Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
342,86,2026-03-18 00:00:00.000,54070,10.0,11,Dexter,555-100-1011,dexter@toonmail.com,1,4,Drums,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
343,86,2026-03-18 00:00:00.000,54070,10.0,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,2,Bass Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
344,86,2026-03-18 00:00:00.000,54070,10.0,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,3,Vocals,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
345,87,2026-04-04 00:00:00.000,82278,1.7,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,1,Electric Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
346,87,2026-04-04 00:00:00.000,82278,1.7,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,4,Drums,10,Paranoid,Black Sabbath,1970,5.5,8.3
347,87,2026-04-04 00:00:00.000,82278,1.7,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,2,Bass Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
348,87,2026-04-04 00:00:00.000,82278,1.7,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,3,Vocals,10,Paranoid,Black Sabbath,1970,5.5,8.3
349,88,2025-07-31 00:00:00.000,39477,3.8,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,1,Electric Guitar,3,Hotel California,Eagles,1977,7.8,8.5
350,88,2025-07-31 00:00:00.000,39477,3.8,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,4,Drums,3,Hotel California,Eagles,1977,7.8,8.5
351,88,2025-07-31 00:00:00.000,39477,3.8,13,Finn the Human,555-100-1013,finn@toonmail.com,2,2,Bass Guitar,3,Hotel California,Eagles,1977,7.8,8.5
352,88,2025-07-31 00:00:00.000,39477,3.8,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,3,Vocals,3,Hotel California,Eagles,1977,7.8,8.5
353,89,2025-09-15 00:00:00.000,64820,4.9,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,1,Electric Guitar,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
354,89,2025-09-15 00:00:00.000,64820,4.9,11,Dexter,555-100-1011,dexter@toonmail.com,1,4,Drums,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
355,89,2025-09-15 00:00:00.000,64820,4.9,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,2,Bass Guitar,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
356,89,2025-09-15 00:00:00.000,64820,4.9,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,3,Vocals,6,Smoke on the Water,Deep Purple,1972,4.5,7.5
357,90,2026-02-18 00:00:00.000,24934,2.9,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,1,Electric Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
358,90,2026-02-18 00:00:00.000,24934,2.9,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,4,Drums,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
359,90,2026-02-18 00:00:00.000,24934,2.9,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,2,Bass Guitar,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
360,90,2026-02-18 00:00:00.000,24934,2.9,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,3,Vocals,4,Sweet Child O Mine,Guns N Roses,1987,7.5,9.2
361,91,2026-04-03 00:00:00.000,38983,5.1,13,Finn the Human,555-100-1013,finn@toonmail.com,2,1,Electric Guitar,3,Hotel California,Eagles,1977,7.8,8.5
362,91,2026-04-03 00:00:00.000,38983,5.1,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,4,Drums,3,Hotel California,Eagles,1977,7.8,8.5
363,91,2026-04-03 00:00:00.000,38983,5.1,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,2,Bass Guitar,3,Hotel California,Eagles,1977,7.8,8.5
364,91,2026-04-03 00:00:00.000,38983,5.1,11,Dexter,555-100-1011,dexter@toonmail.com,1,3,Vocals,3,Hotel California,Eagles,1977,7.8,8.5
365,92,2026-02-28 00:00:00.000,89048,9.3,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,1,Electric Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
366,92,2026-02-28 00:00:00.000,89048,9.3,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,4,Drums,10,Paranoid,Black Sabbath,1970,5.5,8.3
367,92,2026-02-28 00:00:00.000,89048,9.3,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,2,Bass Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
368,92,2026-02-28 00:00:00.000,89048,9.3,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,3,Vocals,10,Paranoid,Black Sabbath,1970,5.5,8.3
369,93,2025-09-02 00:00:00.000,43945,4.5,19,Popeye,555-100-1019,popeye@toonmail.com,1,1,Electric Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
370,93,2025-09-02 00:00:00.000,43945,4.5,12,Johnny Bravo,555-100-1012,johnny.bravo@toonmail.com,3,4,Drums,17,Don't Stop Believin',Journey,1981,5.0,9.5
371,93,2025-09-02 00:00:00.000,43945,4.5,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,2,Bass Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
372,93,2025-09-02 00:00:00.000,43945,4.5,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,3,Vocals,17,Don't Stop Believin',Journey,1981,5.0,9.5
373,94,2025-05-28 00:00:00.000,77571,6.5,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,1,Electric Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
374,94,2025-05-28 00:00:00.000,77571,6.5,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,4,Drums,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
375,94,2025-05-28 00:00:00.000,77571,6.5,11,Dexter,555-100-1011,dexter@toonmail.com,1,2,Bass Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
376,94,2025-05-28 00:00:00.000,77571,6.5,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,3,Vocals,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
377,95,2026-01-04 00:00:00.000,74016,2.5,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,1,Electric Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
378,95,2026-01-04 00:00:00.000,74016,2.5,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,4,Drums,20,Highway to Hell,AC/DC,1979,5.8,8.9
379,95,2026-01-04 00:00:00.000,74016,2.5,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,2,Bass Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
380,95,2026-01-04 00:00:00.000,74016,2.5,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,3,Vocals,20,Highway to Hell,AC/DC,1979,5.8,8.9
381,96,2025-10-17 00:00:00.000,17528,7.6,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,1,Electric Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
382,96,2025-10-17 00:00:00.000,17528,7.6,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,4,Drums,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
383,96,2025-10-17 00:00:00.000,17528,7.6,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,2,Bass Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
384,96,2025-10-17 00:00:00.000,17528,7.6,14,Jake the Dog,555-100-1014,jake@toonmail.com,4,3,Vocals,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
385,97,2026-03-03 00:00:00.000,85979,7.4,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,1,Electric Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
386,97,2026-03-03 00:00:00.000,85979,7.4,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,4,Drums,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
387,97,2026-03-03 00:00:00.000,85979,7.4,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,2,Bass Guitar,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
388,97,2026-03-03 00:00:00.000,85979,7.4,11,Dexter,555-100-1011,dexter@toonmail.com,1,3,Vocals,15,Crazy Train,Ozzy Osbourne,1980,8.3,9.1
389,98,2025-06-06 00:00:00.000,74498,3.0,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,1,Electric Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
390,98,2025-06-06 00:00:00.000,74498,3.0,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,4,Drums,17,Don't Stop Believin',Journey,1981,5.0,9.5
391,98,2025-06-06 00:00:00.000,74498,3.0,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,2,Bass Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
392,98,2025-06-06 00:00:00.000,74498,3.0,11,Dexter,555-100-1011,dexter@toonmail.com,1,3,Vocals,17,Don't Stop Believin',Journey,1981,5.0,9.5
393,99,2025-06-10 00:00:00.000,92058,6.5,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,1,Electric Guitar,12,Thunderstruck,AC/DC,1990,8.0,9.5
394,99,2025-06-10 00:00:00.000,92058,6.5,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,4,Drums,12,Thunderstruck,AC/DC,1990,8.0,9.5
395,99,2025-06-10 00:00:00.000,92058,6.5,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,2,Bass Guitar,12,Thunderstruck,AC/DC,1990,8.0,9.5
396,99,2025-06-10 00:00:00.000,92058,6.5,16,Homer Simpson,555-100-1016,homer.simpson@toonmail.com,3,3,Vocals,12,Thunderstruck,AC/DC,1990,8.0,9.5
397,100,2025-07-02 00:00:00.000,42600,8.8,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,1,Electric Guitar,11,Dream On,Aerosmith,1973,7.0,8.6
398,100,2025-07-02 00:00:00.000,42600,8.8,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,4,Drums,11,Dream On,Aerosmith,1973,7.0,8.6
399,100,2025-07-02 00:00:00.000,42600,8.8,13,Finn the Human,555-100-1013,finn@toonmail.com,2,2,Bass Guitar,11,Dream On,Aerosmith,1973,7.0,8.6
400,100,2025-07-02 00:00:00.000,42600,8.8,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,3,Vocals,11,Dream On,Aerosmith,1973,7.0,8.6
401,101,2026-01-29 00:00:00.000,75256,9.2,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,1,Electric Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
402,101,2026-01-29 00:00:00.000,75256,9.2,11,Dexter,555-100-1011,dexter@toonmail.com,1,4,Drums,17,Don't Stop Believin',Journey,1981,5.0,9.5
403,101,2026-01-29 00:00:00.000,75256,9.2,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,2,Bass Guitar,17,Don't Stop Believin',Journey,1981,5.0,9.5
404,101,2026-01-29 00:00:00.000,75256,9.2,10,Jerry Mouse,555-100-1010,jerry.mouse@toonmail.com,4,3,Vocals,17,Don't Stop Believin',Journey,1981,5.0,9.5
405,102,2025-08-26 00:00:00.000,21700,3.2,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,1,Electric Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
406,102,2025-08-26 00:00:00.000,21700,3.2,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,4,Drums,20,Highway to Hell,AC/DC,1979,5.8,8.9
407,102,2025-08-26 00:00:00.000,21700,3.2,9,Tom Cat,555-100-1009,tom.cat@toonmail.com,1,2,Bass Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
408,102,2025-08-26 00:00:00.000,21700,3.2,15,Bart Simpson,555-100-1015,bart.simpson@toonmail.com,1,3,Vocals,20,Highway to Hell,AC/DC,1979,5.8,8.9
409,103,2026-01-22 00:00:00.000,85716,5.5,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,1,Electric Guitar,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
410,103,2026-01-22 00:00:00.000,85716,5.5,14,Jake the Dog,555-100-1014,jake@toonmail.com,4,4,Drums,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
411,103,2026-01-22 00:00:00.000,85716,5.5,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,2,Bass Guitar,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
412,103,2026-01-22 00:00:00.000,85716,5.5,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,3,Vocals,14,Won't Get Fooled Again,The Who,1971,7.8,8.9
413,104,2025-09-17 00:00:00.000,30919,3.7,11,Dexter,555-100-1011,dexter@toonmail.com,1,1,Electric Guitar,2,Bohemian Rhapsody,Queen,1975,9.2,9.8
414,104,2025-09-17 00:00:00.000,30919,3.7,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,4,Drums,2,Bohemian Rhapsody,Queen,1975,9.2,9.8
415,104,2025-09-17 00:00:00.000,30919,3.7,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,2,Bass Guitar,2,Bohemian Rhapsody,Queen,1975,9.2,9.8
416,104,2025-09-17 00:00:00.000,30919,3.7,6,Patrick Star,555-100-1006,patrick.star@toonmail.com,4,3,Vocals,2,Bohemian Rhapsody,Queen,1975,9.2,9.8
417,105,2026-02-02 00:00:00.000,34782,4.4,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,1,Electric Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
418,105,2026-02-02 00:00:00.000,34782,4.4,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,4,Drums,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
419,105,2026-02-02 00:00:00.000,34782,4.4,20,Garfield,555-100-1020,garfield@toonmail.com,3,2,Bass Guitar,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
420,105,2026-02-02 00:00:00.000,34782,4.4,1,Bugs Bunny,555-100-1001,bugs.bunny@toonmail.com,1,3,Vocals,9,Born to Run,Bruce Springsteen,1975,6.8,8.7
421,106,2026-02-20 00:00:00.000,50720,0.2,17,Fred Flintstone,555-100-1017,fred.flintstone@toonmail.com,4,1,Electric Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
422,106,2026-02-20 00:00:00.000,50720,0.2,13,Finn the Human,555-100-1013,finn@toonmail.com,2,4,Drums,20,Highway to Hell,AC/DC,1979,5.8,8.9
423,106,2026-02-20 00:00:00.000,50720,0.2,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,2,Bass Guitar,20,Highway to Hell,AC/DC,1979,5.8,8.9
424,106,2026-02-20 00:00:00.000,50720,0.2,3,Mickey Mouse,555-100-1003,mickey.mouse@toonmail.com,3,3,Vocals,20,Highway to Hell,AC/DC,1979,5.8,8.9
425,107,2025-04-23 00:00:00.000,17424,7.0,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,1,Electric Guitar,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
426,107,2025-04-23 00:00:00.000,17424,7.0,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,4,Drums,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
427,107,2025-04-23 00:00:00.000,17424,7.0,2,Daffy Duck,555-100-1002,daffy.duck@toonmail.com,2,2,Bass Guitar,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
428,107,2025-04-23 00:00:00.000,17424,7.0,18,George Jetson,555-100-1018,george.jetson@toonmail.com,2,3,Vocals,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
429,108,2025-08-04 00:00:00.000,30140,4.4,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,1,Electric Guitar,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
430,108,2025-08-04 00:00:00.000,30140,4.4,4,Donald Duck,555-100-1004,donald.duck@toonmail.com,4,4,Drums,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
431,108,2025-08-04 00:00:00.000,30140,4.4,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,2,Bass Guitar,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
432,108,2025-08-04 00:00:00.000,30140,4.4,7,Scooby Doo,555-100-1007,scooby.doo@toonmail.com,3,3,Vocals,1,Stairway to Heaven,Led Zeppelin,1971,8.5,9.0
433,109,2026-03-06 00:00:00.000,91091,9.2,5,SpongeBob SquarePants,555-100-1005,spongebob@toonmail.com,1,1,Electric Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
434,109,2026-03-06 00:00:00.000,91091,9.2,8,Shaggy Rogers,555-100-1008,shaggy.rogers@toonmail.com,2,4,Drums,10,Paranoid,Black Sabbath,1970,5.5,8.3
435,109,2026-03-06 00:00:00.000,91091,9.2,13,Finn the Human,555-100-1013,finn@toonmail.com,2,2,Bass Guitar,10,Paranoid,Black Sabbath,1970,5.5,8.3
436,109,2026-03-06 00:00:00.000,91091,9.2,19,Popeye,555-100-1019,popeye@toonmail.com,1,3,Vocals,10,Paranoid,Black Sabbath,1970,5.5,8.3
